class,cap-shape,cap-surface,cap-color,odor,population,habitat
poisonous,convex,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,leaves
edible,convex,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,knobbed,smooth,red,foul,several,leaves
poisonous,knobbed,smooth,red,foul,several,leaves
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,knobbed,smooth,red,foul,several,leaves
edible,convex,smooth,gray,none,numerous,grasses
edible,flat,smooth,brown,none,several,leaves
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,convex,smooth,red,spicy,several,paths
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,smooth,brown,spicy,several,paths
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,red,spicy,several,paths
edible,flat,smooth,brown,none,several,leaves
edible,knobbed,smooth,white,none,numerous,grasses
poisonous,flat,scaly,red,musty,clustered,woods
edible,bell,smooth,gray,none,scattered,grasses
poisonous,flat,scaly,brown,fishy,several,paths
edible,bell,smooth,brown,none,clustered,leaves
edible,bell,smooth,gray,none,numerous,grasses
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,smooth,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,paths
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
poisonous,flat,smooth,red,fishy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,bell,smooth,brown,none,several,leaves
edible,knobbed,fibrous,gray,none,scattered,grasses
edible,bell,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,leaves
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,fishy,several,woods
edible,convex,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,woods
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,brown,foul,several,woods
edible,knobbed,fibrous,gray,none,scattered,grasses
poisonous,flat,smooth,brown,fishy,several,paths
edible,convex,smooth,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,flat,smooth,red,foul,several,woods
edible,convex,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,flat,scaly,brown,musty,clustered,woods
edible,bell,fibrous,gray,none,numerous,grasses
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,convex,scaly,red,spicy,several,woods
poisonous,knobbed,smooth,red,fishy,several,leaves
edible,knobbed,fibrous,gray,none,numerous,grasses
edible,knobbed,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,spicy,several,woods
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,brown,fishy,several,leaves
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,bell,smooth,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,several,woods
edible,convex,smooth,white,none,numerous,grasses
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,knobbed,scaly,red,foul,several,paths
edible,convex,fibrous,white,none,numerous,grasses
poisonous,convex,scaly,red,musty,clustered,woods
poisonous,knobbed,smooth,red,fishy,several,paths
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,paths
poisonous,knobbed,smooth,red,foul,several,woods
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,foul,several,leaves
edible,flat,scaly,brown,none,soletary,woods
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,flat,scaly,red,fishy,several,leaves
poisonous,knobbed,scaly,yellow,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,convex,smooth,gray,none,soletary,paths
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,flat,scaly,red,spicy,several,paths
poisonous,knobbed,smooth,red,spicy,several,paths
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,bell,fibrous,white,none,numerous,grasses
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,knobbed,smooth,red,foul,several,woods
edible,convex,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,convex,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,convex,smooth,gray,none,numerous,grasses
edible,convex,smooth,white,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,smooth,red,spicy,several,woods
edible,bell,fibrous,white,none,numerous,grasses
poisonous,flat,smooth,brown,foul,several,paths
poisonous,knobbed,smooth,red,fishy,several,woods
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,convex,scaly,brown,musty,clustered,woods
poisonous,knobbed,scaly,brown,foul,several,leaves
edible,flat,smooth,brown,none,clustered,leaves
poisonous,convex,scaly,red,foul,several,woods
edible,flat,smooth,brown,none,several,leaves
edible,bell,smooth,white,none,numerous,grasses
edible,bell,smooth,gray,none,numerous,grasses
poisonous,knobbed,scaly,red,spicy,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,knobbed,smooth,red,foul,several,paths
poisonous,knobbed,smooth,red,fishy,several,woods
edible,bell,fibrous,white,none,scattered,grasses
edible,knobbed,smooth,gray,none,numerous,grasses
poisonous,flat,scaly,red,musty,clustered,woods
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,flat,smooth,red,fishy,several,woods
poisonous,convex,smooth,brown,spicy,several,woods
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,scaly,cinnamon,musty,clustered,woods
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,knobbed,smooth,white,none,numerous,grasses
poisonous,flat,scaly,brown,fishy,several,leaves
edible,bell,fibrous,gray,none,scattered,grasses
poisonous,flat,smooth,red,foul,several,woods
poisonous,knobbed,smooth,red,fishy,several,leaves
edible,knobbed,smooth,gray,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,fishy,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,flat,scaly,pink,none,soletary,paths
edible,bell,smooth,white,none,numerous,grasses
poisonous,flat,scaly,brown,spicy,several,leaves
poisonous,flat,smooth,red,foul,several,paths
poisonous,knobbed,smooth,red,foul,several,leaves
edible,knobbed,fibrous,gray,none,numerous,grasses
edible,convex,fibrous,white,none,scattered,grasses
edible,convex,smooth,cinnamon,none,soletary,paths
edible,knobbed,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,convex,scaly,red,foul,several,paths
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,flat,scaly,yellow,none,clustered,leaves
poisonous,convex,scaly,cinnamon,musty,clustered,woods
poisonous,convex,smooth,brown,fishy,several,woods
edible,convex,scaly,pink,none,several,paths
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,smooth,gray,none,numerous,grasses
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,foul,several,paths
edible,convex,smooth,brown,none,several,leaves
edible,bell,smooth,brown,none,several,leaves
edible,flat,smooth,brown,none,soletary,paths
edible,knobbed,smooth,gray,none,scattered,grasses
poisonous,flat,smooth,brown,fishy,several,woods
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,flat,scaly,brown,spicy,several,leaves
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,smooth,brown,foul,several,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
edible,bell,smooth,white,none,numerous,grasses
poisonous,knobbed,scaly,brown,musty,clustered,woods
poisonous,knobbed,scaly,red,fishy,several,woods
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,foul,several,paths
edible,bell,smooth,white,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,paths
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,paths
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,paths
edible,bell,fibrous,white,none,scattered,grasses
poisonous,conical,scaly,yellow,none,clustered,leaves
poisonous,convex,smooth,brown,spicy,several,paths
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,convex,smooth,gray,none,scattered,grasses
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,leaves
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,knobbed,smooth,red,fishy,several,paths
edible,bell,smooth,gray,none,scattered,grasses
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,smooth,brown,none,several,leaves
poisonous,convex,smooth,brown,foul,several,woods
edible,convex,smooth,gray,none,several,paths
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,knobbed,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,flat,smooth,pink,none,soletary,paths
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,knobbed,scaly,red,foul,several,paths
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,woods
poisonous,knobbed,scaly,brown,fishy,several,woods
poisonous,flat,scaly,brown,spicy,several,paths
poisonous,knobbed,smooth,red,foul,several,paths
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,convex,smooth,brown,none,clustered,leaves
poisonous,flat,smooth,red,spicy,several,paths
edible,knobbed,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,spicy,several,leaves
poisonous,knobbed,smooth,red,fishy,several,leaves
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,convex,fibrous,gray,none,scattered,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,flat,smooth,red,spicy,several,paths
poisonous,knobbed,smooth,brown,spicy,several,woods
edible,flat,scaly,brown,none,soletary,paths
edible,convex,fibrous,gray,none,numerous,grasses
edible,knobbed,smooth,white,none,numerous,grasses
edible,bell,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,knobbed,scaly,brown,none,soletary,paths
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,flat,scaly,brown,foul,several,leaves
edible,flat,smooth,brown,none,several,leaves
poisonous,flat,scaly,red,foul,several,woods
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,knobbed,smooth,brown,foul,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,convex,fibrous,gray,none,numerous,grasses
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,knobbed,scaly,brown,foul,several,paths
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,bell,smooth,gray,none,scattered,grasses
poisonous,convex,scaly,red,musty,clustered,woods
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,red,spicy,several,leaves
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,convex,smooth,red,fishy,several,paths
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,knobbed,smooth,brown,fishy,several,woods
edible,bell,fibrous,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,musty,clustered,woods
edible,flat,smooth,brown,none,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,flat,scaly,yellow,none,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,flat,scaly,red,musty,clustered,woods
edible,convex,fibrous,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,fishy,several,woods
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,flat,scaly,brown,fishy,several,woods
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,flat,scaly,brown,foul,several,woods
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,flat,scaly,red,spicy,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,convex,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,brown,fishy,several,paths
edible,convex,smooth,white,none,scattered,grasses
edible,convex,smooth,gray,none,scattered,grasses
edible,convex,fibrous,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,several,woods
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,knobbed,smooth,red,spicy,several,woods
edible,flat,smooth,brown,none,clustered,leaves
poisonous,flat,smooth,brown,spicy,several,woods
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,convex,smooth,gray,none,numerous,grasses
edible,convex,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,scaly,red,spicy,several,leaves
poisonous,knobbed,smooth,brown,foul,several,leaves
edible,bell,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,clustered,leaves
edible,bell,smooth,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,several,leaves
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,bell,fibrous,gray,none,scattered,grasses
edible,bell,smooth,gray,none,numerous,grasses
poisonous,convex,smooth,brown,spicy,several,woods
edible,convex,smooth,brown,none,clustered,leaves
edible,convex,smooth,white,none,numerous,grasses
edible,convex,smooth,brown,none,soletary,paths
edible,knobbed,smooth,gray,none,scattered,grasses
edible,convex,smooth,white,none,numerous,grasses
poisonous,flat,scaly,cinnamon,musty,clustered,woods
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
edible,convex,smooth,white,none,numerous,grasses
edible,knobbed,fibrous,white,none,scattered,grasses
edible,bell,fibrous,gray,none,scattered,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,flat,scaly,red,spicy,several,paths
poisonous,knobbed,smooth,red,spicy,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
edible,flat,smooth,pink,none,several,paths
poisonous,knobbed,scaly,brown,foul,several,paths
edible,bell,smooth,white,none,scattered,grasses
poisonous,knobbed,smooth,red,fishy,several,paths
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,red,foul,several,woods
edible,convex,smooth,brown,none,several,leaves
edible,convex,fibrous,white,none,numerous,grasses
edible,convex,fibrous,gray,none,numerous,grasses
edible,convex,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,knobbed,scaly,red,fishy,several,paths
edible,convex,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,woods
edible,convex,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,brown,spicy,several,leaves
poisonous,flat,scaly,brown,foul,several,woods
poisonous,knobbed,smooth,red,spicy,several,woods
edible,knobbed,smooth,brown,none,soletary,paths
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,paths
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,leaves
poisonous,knobbed,smooth,brown,foul,several,paths
edible,knobbed,fibrous,gray,none,numerous,grasses
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,smooth,red,fishy,several,woods
edible,knobbed,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
edible,bell,fibrous,white,none,scattered,grasses
edible,convex,smooth,gray,none,numerous,grasses
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,knobbed,scaly,red,fishy,several,woods
edible,bell,smooth,white,none,scattered,grasses
poisonous,flat,smooth,red,foul,several,woods
poisonous,knobbed,smooth,brown,spicy,several,woods
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,fishy,several,woods
poisonous,knobbed,smooth,red,foul,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,woods
edible,convex,smooth,brown,none,several,paths
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,scaly,red,foul,several,paths
poisonous,bell,scaly,yellow,none,clustered,leaves
poisonous,knobbed,scaly,red,foul,several,leaves
edible,convex,smooth,brown,none,soletary,paths
poisonous,knobbed,smooth,red,foul,several,paths
edible,knobbed,fibrous,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,leaves
edible,convex,fibrous,gray,none,numerous,grasses
edible,bell,smooth,white,none,numerous,grasses
poisonous,knobbed,scaly,red,spicy,several,woods
edible,bell,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,fishy,several,paths
poisonous,knobbed,smooth,red,fishy,several,paths
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,red,fishy,several,paths
edible,bell,smooth,brown,none,several,leaves
poisonous,flat,smooth,brown,fishy,several,paths
poisonous,knobbed,smooth,red,fishy,several,woods
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,brown,fishy,several,leaves
edible,bell,fibrous,gray,none,numerous,grasses
edible,knobbed,smooth,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,flat,scaly,brown,foul,several,woods
edible,convex,smooth,white,none,scattered,grasses
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,several,paths
poisonous,knobbed,scaly,brown,spicy,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
edible,bell,fibrous,white,none,scattered,grasses
edible,convex,smooth,white,none,numerous,grasses
poisonous,flat,scaly,red,fishy,several,paths
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,convex,scaly,red,musty,clustered,woods
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,convex,smooth,brown,spicy,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
edible,bell,smooth,white,none,scattered,grasses
edible,bell,smooth,gray,none,scattered,grasses
edible,knobbed,fibrous,gray,none,numerous,grasses
edible,knobbed,fibrous,gray,none,numerous,grasses
edible,convex,fibrous,white,none,numerous,grasses
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,flat,scaly,red,spicy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,leaves
poisonous,flat,smooth,brown,foul,several,leaves
edible,bell,smooth,white,none,scattered,grasses
edible,knobbed,smooth,white,none,scattered,grasses
edible,bell,fibrous,white,none,numerous,grasses
edible,flat,smooth,brown,none,clustered,leaves
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,smooth,brown,fishy,several,paths
poisonous,flat,scaly,brown,fishy,several,woods
poisonous,convex,smooth,red,foul,several,leaves
edible,flat,smooth,brown,none,several,leaves
edible,knobbed,fibrous,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,convex,smooth,brown,fishy,several,woods
edible,bell,fibrous,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,woods
edible,bell,smooth,brown,none,clustered,leaves
edible,flat,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,knobbed,smooth,red,spicy,several,woods
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,scaly,red,spicy,several,paths
poisonous,knobbed,scaly,brown,foul,several,woods
edible,convex,smooth,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,foul,several,woods
edible,flat,scaly,cinnamon,none,several,paths
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
edible,bell,fibrous,gray,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,bell,fibrous,white,none,scattered,grasses
poisonous,knobbed,smooth,red,foul,several,leaves
edible,convex,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,red,foul,several,leaves
poisonous,knobbed,scaly,red,spicy,several,woods
edible,convex,smooth,white,none,numerous,grasses
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,smooth,brown,none,several,leaves
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,fishy,several,leaves
poisonous,knobbed,smooth,red,spicy,several,paths
edible,knobbed,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,red,foul,several,leaves
edible,knobbed,fibrous,white,none,numerous,grasses
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,spicy,several,woods
edible,flat,smooth,brown,none,several,leaves
edible,flat,scaly,brown,none,soletary,paths
poisonous,knobbed,scaly,red,fishy,several,leaves
edible,flat,smooth,gray,none,soletary,paths
edible,convex,smooth,pink,none,several,paths
poisonous,conical,scaly,yellow,none,clustered,leaves
poisonous,knobbed,smooth,red,foul,several,paths
poisonous,knobbed,scaly,red,foul,several,woods
poisonous,knobbed,scaly,red,musty,clustered,woods
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,spicy,several,leaves
edible,convex,smooth,white,none,scattered,grasses
poisonous,convex,smooth,red,foul,several,leaves
poisonous,convex,scaly,cinnamon,musty,clustered,woods
poisonous,flat,smooth,brown,spicy,several,leaves
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,scaly,brown,none,soletary,woods
poisonous,flat,smooth,brown,spicy,several,woods
poisonous,knobbed,smooth,brown,fishy,several,paths
edible,bell,smooth,gray,none,scattered,grasses
edible,convex,scaly,brown,none,several,paths
poisonous,flat,smooth,brown,spicy,several,paths
edible,knobbed,smooth,brown,none,clustered,leaves
edible,bell,fibrous,white,none,numerous,grasses
edible,convex,fibrous,white,none,numerous,grasses
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,convex,scaly,brown,musty,clustered,woods
poisonous,knobbed,scaly,red,spicy,several,paths
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,red,foul,several,paths
poisonous,convex,smooth,red,spicy,several,leaves
poisonous,knobbed,smooth,brown,fishy,several,leaves
poisonous,knobbed,scaly,red,spicy,several,woods
poisonous,knobbed,scaly,brown,foul,several,leaves
poisonous,knobbed,smooth,red,foul,several,woods
edible,bell,fibrous,gray,none,numerous,grasses
edible,knobbed,smooth,brown,none,several,leaves
poisonous,knobbed,scaly,brown,spicy,several,paths
poisonous,knobbed,scaly,yellow,none,clustered,leaves
edible,knobbed,smooth,white,none,numerous,grasses
edible,convex,smooth,brown,none,clustered,leaves
poisonous,knobbed,smooth,brown,spicy,several,paths
edible,knobbed,fibrous,gray,none,scattered,grasses
edible,knobbed,fibrous,white,none,numerous,grasses
edible,flat,smooth,brown,none,clustered,leaves
edible,convex,smooth,white,none,numerous,grasses
edible,bell,smooth,gray,none,numerous,grasses
edible,convex,fibrous,white,none,numerous,grasses
edible,knobbed,fibrous,white,none,numerous,grasses
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,scaly,red,spicy,several,woods
edible,knobbed,fibrous,gray,none,scattered,grasses
edible,convex,smooth,white,none,scattered,grasses
poisonous,knobbed,smooth,brown,foul,several,paths
poisonous,knobbed,scaly,brown,spicy,several,woods
poisonous,knobbed,scaly,brown,foul,several,paths
poisonous,knobbed,smooth,red,foul,several,paths
poisonous,knobbed,smooth,red,spicy,several,leaves
edible,bell,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,red,spicy,several,paths
edible,convex,smooth,gray,none,numerous,grasses
edible,convex,smooth,brown,none,several,leaves
edible,bell,smooth,white,none,numerous,grasses
poisonous,knobbed,smooth,red,spicy,several,paths
edible,convex,smooth,brown,none,several,leaves
poisonous,knobbed,smooth,brown,foul,several,woods
poisonous,knobbed,smooth,red,foul,several,woods
poisonous,knobbed,scaly,red,spicy,several,paths
edible,bell,fibrous,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,foul,several,woods
poisonous,knobbed,smooth,red,spicy,several,woods
edible,bell,smooth,gray,none,scattered,grasses
poisonous,knobbed,smooth,brown,fishy,several,woods
poisonous,convex,smooth,brown,fishy,several,paths
poisonous,knobbed,scaly,red,foul,several,leaves
edible,convex,smooth,white,none,numerous,grasses
edible,convex,smooth,white,none,scattered,grasses
poisonous,knobbed,scaly,brown,spicy,several,paths
edible,knobbed,smooth,brown,none,soletary,woods
poisonous,knobbed,smooth,red,fishy,several,woods
poisonous,knobbed,scaly,red,spicy,several,leaves
